smiles,binding
c1ccc(F)cc1COCc1ccncc1c1ccc(O)cc1,-7.328807371091021
c1ccccc1c1ccc(F)cc1CCOOCCOCC(C)CCO,-7.326957468174868
FCOCCOS(=O)(=O)NC(=O)O,-7.313544510234223
COCCOS(=O)(=O)Nc1ccccc1F,-7.302032548851567
CCCCOCOCNCCOCCO,-7.297950639648007
Clc1ccncc1NCCc1ccc(O)cc1c1ccc(F)cc1,-7.29671168467418
NCCc1ccc(F)cc1OCCOc1ccoc1c1ccsc1OCCO,-7.29182189113437
c1ccoc1c1ccc(O)cc1CC(=O)N1CCCCC1CN(C)C(=O)O,-7.291312561324899
OCCON1CCNCC1COCCCOc1ccc(Cl)cc1,-7.286483377919207
c1ccc(Cl)cc1COCOCCOCC(=O)COCCOCCCO,-7.279928273732739
CC(=O)c1ccsc1COCCCOc1ccsc1CN(C),-7.278349718081261
ClN1CCCCC1COCCCOCOCCOCc1ccoc1,-7.277394442156503
CCCCOc1ccncc1Cl,-7.268077075971078
C(=O)Oc1ccccc1N1CCCCC1NCCC(F)(F)F,-7.264536786266728
CC(=O)CCOC(=O)NOCCOF,-7.263909157765452
c1ccncc1OCCOC(=O)OS(=O)(=O)NCCCCOF,-7.260059978870588
COCCCON1CCNCC1COCCOc1ccc(F)cc1,-7.256601741219383
S(=O)(=O)NC(=O)Nc1ccsc1N1CCNCC1,-7.252357407980668
c1ccc(O)cc1N1CCCCC1c1ccsc1N1CCCCC1COCCO,-7.248757169649723
CN(C)CN(C)COCOCCOc1ccc(O)cc1,-7.247783097218766
S(=O)(=O)NCN(C)CCCCONCCc1ccc(Cl)cc1C#N,-7.244620544066186
NCCCOCCCOc1ccoc1COCCCOOCCOCOC,-7.243495972645671
c1ccoc1NCCCC(=O)CCOc1ccncc1,-7.235506049353135
CC(C)c1ccncc1S(=O)(=O)Nc1ccoc1Cl,-7.2163144913193555
c1ccccc1C(=O)NC(=O)Oc1ccoc1CCCCO,-7.216283557812035
C(=O)OCC(=O)CN(C)OCCO,-7.197103302285242
COCCOc1ccoc1Cl,-7.180714764608999
N1CCCCC1C(=O)Oc1ccsc1,-7.157570712630264
S(=O)(=O)NC(=O)NCCOCC(C)CC(C)Cl,-7.15036600438014
COCCCOCOCCCOC(=O)NCC(=O),-7.147762058606939
NCCCC(=O)CC(C)N1CCNCC1,-7.144079273756976
c1ccsc1c1ccoc1CC(=O)CCOCOCCCOCCCCO,-7.1387823910586725
CN(C)N1CCCCC1c1ccc(O)cc1N1CCNCC1,-7.1334630069916445
CC(=O)NCCCOCCOCC(=O)N1CCNCC1c1ccoc1,-7.130533569297894
OCCON1CCCCC1c1ccc(F)cc1COCCO,-7.129760518491311
CC(C)CN(C)CN(C)c1ccc(O)cc1,-7.119075948723564
CC(C)S(=O)(=O)NCC(C)N1CCNCC1CCO,-7.111472652870269
c1ccccc1COCCC(C)C#N,-7.103581813645787
c1ccc(Cl)cc1C(=O)Nc1ccc(Cl)cc1COC,-7.099937805870088
c1ccccc1CC(C)c1ccncc1CCOCCO,-7.098346353303308
CC(C)CC(=O)C(=O)Nc1ccsc1c1ccc(O)cc1N1CCCCC1,-7.094700189749641
CN(C)C(=O)Nc1ccc(Cl)cc1NCCc1ccoc1,-7.090379696469159
COCc1ccoc1c1ccsc1CN(C)c1ccoc1CC(=O),-7.090379696469159
c1ccncc1CC(=O)CN(C)NCCc1ccc(Cl)cc1CCCCO,-7.067801016629785
NCCCCCCOCCOc1ccc(F)cc1,-7.062392156197921
CCOc1ccc(O)cc1N1CCCCC1CN(C)c1ccsc1,-7.039937639784913
OCCON1CCNCC1c1ccsc1c1ccccc1,-7.036829737275452
COCCOOCCOc1ccncc1c1ccncc1C(=O)Nc1ccc(O)cc1,-7.025927114004607
N1CCCCC1OCCOCC(C)CN(C),-7.024601546810995
C(=O)Nc1ccncc1c1ccc(Cl)cc1c1ccc(O)cc1OCCO,-7.022980254268658
COCCOCCCOOCCONCC,-7.018566426861142
COCCCOc1ccc(F)cc1COCCCOc1ccc(Cl)cc1,-7.01345417244131
NCCCCCCOCCOF,-7.01345417244131
COCCOCOCCCOc1ccc(F)cc1OCCOCC(=O)COCCCO,-7.011542347648961
c1ccc(Cl)cc1COCCOCOCCCOCl,-7.011542347648961
CC(=O)S(=O)(=O)NOCCOOCCOc1ccncc1,-7.008521735259482
c1ccc(F)cc1OCCOC(=O)ON1CCNCC1c1ccoc1,-7.0042156656296415
N1CCCCC1C(=O)OCC(=O)COCCCO,-7.00245391661765
c1ccccc1N1CCCCC1NCCS(=O)(=O)Nc1ccccc1c1ccccc1,-7.001692582717773
CN(C)c1ccsc1C(=O)Oc1ccncc1C(F)(F)F,-6.994403276637023
CCCCOc1ccc(F)cc1C(=O)Nc1ccc(O)cc1CCO,-6.985452572913882
S(=O)(=O)NN1CCNCC1c1ccsc1S(=O)(=O)NCC(C),-6.975729238159446
CC(C)S(=O)(=O)NCOCCOc1ccsc1,-6.950451901864361
NCCN1CCCCC1c1ccc(O)cc1CCO,-6.94115570785464
c1ccncc1COCCCON1CCCCC1c1ccoc1NCC,-6.936362917937968
S(=O)(=O)Nc1ccccc1NCCN1CCCCC1C(=O)N,-6.933321352408148
c1ccc(F)cc1c1ccc(F)cc1N1CCNCC1C#N,-6.9245752533417075
CN(C)c1ccoc1c1ccsc1c1ccoc1COCCN(C),-6.914545600499573
COCCOc1ccc(O)cc1N1CCNCC1COCCO,-6.910981110543143
N1CCNCC1N1CCCCC1COCCCOc1ccoc1c1ccccc1,-6.906770310671506
NCCC(=O)Oc1ccoc1CC(C)N1CCCCC1c1ccc(Cl)cc1,-6.906119488538895
C(=O)Oc1ccccc1c1ccc(Cl)cc1S(=O)(=O)N,-6.904037880978398
N1CCCCC1NCCCN(C),-6.902949681164948
COCc1ccc(Cl)cc1S(=O)(=O)Nc1ccoc1CCCCOCC(=O),-6.902949681164948
CCCCOC(=O)Oc1ccc(F)cc1N1CCNCC1CCCCO,-6.8787246531607025
c1ccc(F)cc1N1CCNCC1S(=O)(=O)Nc1ccncc1C(=O)NF,-6.875043633088696
CN(C)OCCOCN(C)F,-6.872423693840087
COCc1ccc(O)cc1c1ccccc1OCCOCCO,-6.866675795075574
c1ccsc1N1CCNCC1NCCCN(C)F,-6.8533624918829865
CC(=O)S(=O)(=O)NN1CCNCC1COCCCOCCCCO,-6.853109206169632
CN(C)OCCOS(=O)(=O)N,-6.850641888239305
COCc1ccncc1COCOCCO,-6.847674398544294
COCCOc1ccsc1c1ccoc1NCCC#N,-6.846750198300555
COCCOCCC(C)c1ccc(F)cc1,-6.846501766915816
C(=O)NCOCCCOCOCCCOCOCCCOc1ccoc1C#N,-6.845422085036213
c1ccncc1S(=O)(=O)NN1CCCCC1NCCCOCCCO,-6.839645297487699
CC(C)c1ccncc1C(=O)OCCO,-6.838102203357186
C(=O)Oc1ccccc1COCCCOCOC,-6.837806141295127
c1ccoc1c1ccc(O)cc1OCCOc1ccsc1Cl,-6.833925782762185
c1ccc(F)cc1c1ccncc1S(=O)(=O)Nc1ccsc1,-6.826978580515288
NCCCOCCOCOCCCO,-6.818974767156586
COCCCOc1ccoc1CCCCOc1ccoc1,-6.813705927325185
CC(=O)COCCCOc1ccsc1c1ccncc1,-6.809701701602871
Clc1ccc(F)cc1CN(C)CC(=O)CC(=O),-6.8017117931141655
CCOc1ccsc1c1ccc(F)cc1CC(=O)C(=O)N,-6.782446103424847
FNCCC(=O)Oc1ccncc1,-6.781031836721425
S(=O)(=O)NOCCOC(=O)NCCCCOc1ccc(F)cc1CCO,-6.779381960308735
CC(=O)c1ccc(O)cc1OCCON1CCNCC1CC(=O),-6.777835512863645
CCOc1ccc(F)cc1c1ccoc1c1ccncc1,-6.774177281216083
c1ccsc1CC(C)COCNCCN1CCCCC1,-6.767129821836649
OCCOS(=O)(=O)Nc1ccoc1c1ccc(O)cc1c1ccc(Cl)cc1C(F)(F)F,-6.766030059342137
CCOS(=O)(=O)NC(=O)NOCCO,-6.7612968011347565
c1ccc(O)cc1C(=O)NCC(C)c1ccc(F)cc1,-6.754527173070807
NCCCC(=O)c1ccncc1CN(C),-6.747856730532106
c1ccncc1c1ccc(F)cc1c1ccoc1,-6.7472964657024015
OCCOCOCc1ccccc1c1ccsc1C(=O)Oc1ccc(Cl)cc1,-6.745131969184125
C(=O)OOCCOc1ccc(Cl)cc1S(=O)(=O)NCCCCOc1ccc(O)cc1,-6.740840484265314
OCCON1CCCCC1NCCCOCCOCC(C),-6.73739842400248
c1ccccc1OCCOCN(C)CCO,-6.737392939214828
COCCCOS(=O)(=O)Nc1ccc(Cl)cc1c1ccoc1Cl,-6.735933065955547
S(=O)(=O)NCOCCCOc1ccoc1N1CCCCC1NCC,-6.735546290523286
CCCCOc1ccc(O)cc1C(=O)Nc1ccsc1,-6.734736092906005
c1ccc(O)cc1OCCONCCN1CCCCC1,-6.721578290746057
c1ccncc1CC(=O)c1ccoc1c1ccc(Cl)cc1,-6.717355974996968
CN(C)c1ccoc1N1CCNCC1OCCO,-6.7149542101315705
c1ccc(F)cc1c1ccoc1COCOCCONCCc1ccoc1,-6.713141243998327
c1ccncc1NCCC(=O)NOCCOc1ccc(O)cc1,-6.7121824536025025
C(=O)NCCCCOCC(=O)CCOCN(C)CCCCO,-6.7020110100084604
C(=O)ON1CCNCC1C(=O)Nc1ccc(Cl)cc1,-6.700170455088549
c1ccc(Cl)cc1CC(C)OCCOCC(=O)CC(C)OCCO,-6.700170455088549
C(=O)OCCOc1ccoc1c1ccncc1,-6.697668670058192
c1ccoc1COCCOc1ccoc1,-6.6887950205901925
c1ccoc1c1ccccc1C(=O)NCN(C),-6.683672537997187
COCCOc1ccsc1c1ccoc1C(=O)Nc1ccccc1C(=O)O,-6.6836151306952765
COCCCOCOCCCOc1ccncc1c1ccc(O)cc1NCC,-6.682156074568692
NCCc1ccccc1c1ccncc1,-6.652241042592014
ClC(=O)NS(=O)(=O)NN1CCCCC1S(=O)(=O)N,-6.648531074702977
OCCOCOCCOCN(C)COCCC(C),-6.634900988977742
c1ccc(F)cc1C(=O)OCOCCOCCOCOCCCOCOC,-6.63435238670624
COCCOCC(=O)c1ccc(Cl)cc1C(=O)OCC(=O),-6.632385584859405
Clc1ccc(Cl)cc1CC(=O)COC,-6.627182542079314
CCON1CCCCC1N1CCNCC1C(=O)N,-6.625785881415213
c1ccsc1N1CCCCC1COCCOCOCCCO,-6.623079000171719
COCCON1CCCCC1c1ccccc1Cl,-6.602390893291689
c1ccc(F)cc1OCCOc1ccncc1CC(=O)NCC,-6.601455976311113
COCCOc1ccncc1N1CCCCC1,-6.595451482983107
NCCCOCc1ccncc1Cl,-6.58679772349941
c1ccncc1S(=O)(=O)NCOCCOc1ccc(Cl)cc1S(=O)(=O)N,-6.584598809555397
CC(C)C(=O)Oc1ccc(O)cc1CCCCOC(=O)O,-6.584598809555397
FN1CCNCC1c1ccc(Cl)cc1c1ccsc1N1CCNCC1c1ccncc1,-6.583553761428697
CCCCOCCCCON1CCCCC1c1ccc(O)cc1,-6.580971936241503
COCCOC(=O)Nc1ccc(F)cc1CC(C)COCc1ccccc1,-6.580542372370951
c1ccoc1S(=O)(=O)NCOCC(=O)O,-6.580496087506951
C(=O)NCCOCC(C)CC(C),-6.578327287822427
OCCOCOCCOOCCOc1ccsc1C(=O)N,-6.576669600060333
c1ccc(F)cc1c1ccc(O)cc1CCOCCOc1ccncc1,-6.57165409094052
CN(C)C(=O)Nc1ccncc1N1CCNCC1,-6.567804073189904
c1ccc(F)cc1c1ccc(F)cc1N1CCCCC1c1ccoc1S(=O)(=O)N,-6.552052098926216
OCCOCOCCOc1ccc(O)cc1CCCCO,-6.550802276031797
c1ccoc1C(=O)OS(=O)(=O)Nc1ccccc1NCCCN(C),-6.550802276031797
N1CCCCC1CCOc1ccc(Cl)cc1C(=O)N,-6.54602426963633
ClNCCc1ccc(F)cc1,-6.533597386892629
CN(C)c1ccc(Cl)cc1OCCOc1ccc(F)cc1,-6.5298833347492025
S(=O)(=O)NCC(C)c1ccc(Cl)cc1C(=O)NCC(=O),-6.525902392952761
CC(=O)N1CCNCC1c1ccsc1,-6.525313217907314
c1ccoc1CCOc1ccoc1OCCOc1ccsc1,-6.522606549336732
c1ccsc1C(=O)NS(=O)(=O)NC(=O)OS(=O)(=O)NCC(C),-6.512202164158845
c1ccncc1OCCOCOCCCOS(=O)(=O)N,-6.506804699830479
COCCCOc1ccncc1COCCC(=O)CCOc1ccccc1,-6.503782479402379
CC(C)N1CCCCC1S(=O)(=O)Nc1ccc(O)cc1C(=O)NCOCCO,-6.494065352935134
NCCc1ccc(F)cc1CCCCOS(=O)(=O)N,-6.486490008109904
OCCOCOCCOC(=O)NNCCN1CCNCC1c1ccc(F)cc1,-6.475117546072115
C(=O)OCOCc1ccncc1CC(=O),-6.470445901861257
c1ccoc1N1CCCCC1S(=O)(=O)NN1CCNCC1c1ccncc1,-6.469959564668465
NCCc1ccc(Cl)cc1c1ccc(O)cc1c1ccncc1,-6.46842177030941
ClC(=O)OCOCc1ccc(O)cc1c1ccc(Cl)cc1C#N,-6.458151751190558
FCCOc1ccc(O)cc1NCCCN(C)c1ccsc1,-6.44567203820592
CC(=O)N1CCCCC1CCCCONCC,-6.4412978214356365
c1ccc(O)cc1C(=O)ONCCCC(=O)COCCO,-6.4376011606473185
S(=O)(=O)Nc1ccoc1OCCONCCNCC,-6.428031501052715
N1CCNCC1CCCCOc1ccc(Cl)cc1Cl,-6.4225631364726805
COCCOCOCCCOOCCO,-6.421536165348892
COCCCOCC(C)S(=O)(=O)NN1CCNCC1,-6.421197052951168
COCc1ccoc1CC(=O),-6.419011640802456
c1ccncc1c1ccc(O)cc1c1ccsc1CN(C),-6.417845117112359
N1CCNCC1S(=O)(=O)Nc1ccncc1,-6.41616541021769
COCCCON1CCCCC1c1ccncc1c1ccncc1C(=O)N,-6.410811293024378
NCCc1ccccc1c1ccc(O)cc1COCCCO,-6.399437006746318
C(=O)OCN(C)COCCOCCO,-6.3969599035129825
S(=O)(=O)NCN(C)S(=O)(=O)Nc1ccncc1c1ccc(O)cc1c1ccccc1,-6.39469589583779
FCOCCOc1ccc(F)cc1C(=O)Nc1ccoc1Cl,-6.393315982326469
CCCCOCCCCOC(=O)O,-6.383780747852683
N1CCNCC1COCCOc1ccc(F)cc1c1ccc(O)cc1,-6.378464123890612
COCC(=O)Oc1ccccc1c1ccoc1Cl,-6.378464123890612
c1ccc(O)cc1N1CCNCC1c1ccoc1CCCCOc1ccc(O)cc1,-6.3771001454860325
COCCOCCONCCCOC,-6.34912541578341
c1ccc(O)cc1C(=O)OCCCCO,-6.346986361979093
c1ccc(O)cc1c1ccc(F)cc1N1CCCCC1NCCCOCCO,-6.341784340299759
c1ccc(F)cc1COCS(=O)(=O)N,-6.340953134684842
c1ccsc1c1ccc(Cl)cc1COCCO,-6.327901065916342
COCCCOC(=O)NN1CCCCC1COCc1ccoc1,-6.327619717738769
c1ccc(Cl)cc1c1ccc(O)cc1C(=O)ONCC,-6.321661756696635
c1ccccc1CC(=O)S(=O)(=O)Nc1ccc(O)cc1CCCCO,-6.315036789075107
COCCOCCCCOc1ccsc1COCCCOCC(=O)N1CCNCC1,-6.313037230544119
CCON1CCNCC1OCCONCCCCCCOC(=O)O,-6.31300874039114
c1ccsc1c1ccncc1C(=O)OCOCCCCCOc1ccncc1,-6.307071508778806
N1CCNCC1COCCCOCC(C)c1ccc(O)cc1,-6.299316897865367
Fc1ccc(O)cc1COCCCOCOC,-6.295201494336263
COCCCOOCCOC(=O)N,-6.289942772374749
ClS(=O)(=O)NNCCC(F)(F)F,-6.289834132973019
c1ccccc1CN(C)CCCCOc1ccc(O)cc1N1CCNCC1F,-6.286361060666627
c1ccc(F)cc1C(=O)NCOCNCC,-6.260329326745282
C(=O)Oc1ccoc1c1ccc(F)cc1CN(C)c1ccc(O)cc1,-6.253290769541595
c1ccsc1N1CCCCC1N1CCNCC1,-6.252197843385693
c1ccncc1CN(C)c1ccc(Cl)cc1C(=O)OCOCCCONCC,-6.251854986458107
c1ccc(O)cc1NCCc1ccccc1S(=O)(=O)N,-6.246160553474046
S(=O)(=O)NCOCCCOc1ccsc1c1ccc(Cl)cc1C(=O)Nc1ccccc1,-6.2413361085683485
FC(=O)Oc1ccc(O)cc1OCCOCN(C),-6.2276494469697345
c1ccc(O)cc1CCCCOCCOc1ccoc1N1CCNCC1N1CCNCC1,-6.2276494469697345
c1ccc(Cl)cc1CC(=O)c1ccc(Cl)cc1F,-6.222547788777145
CCCCOCCCCOCC(=O)c1ccc(F)cc1CCO,-6.211117916322671
OCCOCOCCOCOCCOCCO,-6.196088721567027
CN(C)COCCCOCCCCOCC(C)c1ccccc1COC,-6.19606905067178
c1ccccc1C(=O)Nc1ccsc1S(=O)(=O)NCC(=O),-6.194941058443155
CCCCOOCCOc1ccsc1,-6.194875504880272
N1CCCCC1COCCOc1ccsc1S(=O)(=O)Nc1ccccc1CCO,-6.193621698652358
CN(C)c1ccc(F)cc1c1ccncc1c1ccccc1COCCCO,-6.193360449175792
c1ccsc1C(=O)Nc1ccsc1CC(=O)COCS(=O)(=O)N,-6.1885603797576385
Clc1ccncc1COCC(=O)NS(=O)(=O)N,-6.187627291819519
c1ccc(O)cc1C(=O)OCCOCCO,-6.184971612894832
N1CCCCC1CC(C)S(=O)(=O)Nc1ccc(F)cc1NCC,-6.173449232861422
c1ccncc1CC(C)OCCON1CCCCC1c1ccncc1COCCO,-6.170076406004423
CC(C)CC(=O)CN(C)CC(C)C(F)(F)F,-6.168677594563985
OCCOc1ccc(O)cc1c1ccccc1CC(C),-6.158589079651307
CCCCOCC(C)c1ccc(O)cc1,-6.153299919442524
COCCCCCOCCCCOCOCc1ccncc1,-6.151209965159577
COCCCOc1ccc(O)cc1N1CCNCC1N1CCNCC1c1ccccc1C(=O)N,-6.1475749574997245
Fc1ccoc1C(=O)NNCCS(=O)(=O)N,-6.1475749574997245
COCCOc1ccc(O)cc1c1ccsc1,-6.13709612830822
COCCOc1ccoc1COCCOCOCCOCOCCO,-6.137058629454987
N1CCCCC1COCCOCCCCOc1ccsc1,-6.1180440071907665
c1ccncc1CC(C)N1CCNCC1COCCCOC(=O)NN1CCCCC1,-6.116078498459274
c1ccccc1C(=O)NCC(C)c1ccc(Cl)cc1c1ccc(O)cc1C(=O)N,-6.112729803723591
c1ccccc1c1ccncc1CCON1CCNCC1,-6.110051968184762
c1ccccc1N1CCNCC1CC(C)c1ccc(O)cc1,-6.105223071433231
C(=O)NCC(=O)COCc1ccc(O)cc1,-6.103797141086313
c1ccsc1c1ccc(O)cc1c1ccsc1CN(C),-6.088659643356584
COCCOCNCCC(=O)N,-6.079255836982805
C(=O)OCOCCCOCN(C)C(=O)Oc1ccc(Cl)cc1,-6.078715587596211
N1CCCCC1C(=O)Oc1ccsc1c1ccccc1c1ccc(O)cc1,-6.076924406708452
CCOCOCCOCC(=O)S(=O)(=O)Nc1ccccc1CCO,-6.076551816110753
N1CCCCC1CC(C)C(=O)OCOCCN(C)COC,-6.068975023510349
COCCCOS(=O)(=O)NCCOc1ccc(Cl)cc1CC(=O),-6.0675436049038565
N1CCCCC1COCCOCOCc1ccc(F)cc1,-6.065538142062028
CC(=O)CCCCOc1ccc(F)cc1c1ccc(F)cc1,-6.058087082436412
c1ccncc1COCN1CCNCC1COCc1ccccc1COCCO,-6.040967742295119
Clc1ccncc1CCCCO,-6.039168336888379
C(=O)NOCCOCCCCOS(=O)(=O)N,-6.021880308114753
CC(C)c1ccncc1COCCCON1CCNCC1,-6.020875089056261
c1ccc(O)cc1CC(=O)C(=O)OCOCCCO,-5.999315551667827
CCCCOc1ccc(O)cc1NCCN1CCCCC1,-5.995484429032355
OCCOc1ccsc1C(=O)NCCO,-5.994873557828434
CCCCOOCCOc1ccc(Cl)cc1c1ccoc1C(=O)OS(=O)(=O)N,-5.988455901466074
N1CCCCC1c1ccncc1COCCCO,-5.988406397798383
S(=O)(=O)Nc1ccc(O)cc1c1ccsc1c1ccc(O)cc1NCC,-5.981314517905233
CCCCOS(=O)(=O)NN1CCNCC1CC(C),-5.9781614296974315
C(=O)NCOCCCOCC(C)C(F)(F)F,-5.975105206219692
COCCCOCCOCCCCOCl,-5.974744657944378
OCCOCCCCOCN(C)COC,-5.971208751642465
COCCCOCCCCOc1ccsc1C(=O)O,-5.963436314235798
Clc1ccc(O)cc1N1CCNCC1c1ccc(Cl)cc1CCCCO,-5.959558856314718
CC(=O)S(=O)(=O)NCCCCO,-5.9538537846772215
c1ccccc1OCCON1CCNCC1OCCO,-5.951588227557268
C(=O)Nc1ccoc1c1ccncc1CCCCO,-5.938756742405406
c1ccc(Cl)cc1NCCS(=O)(=O)NN1CCNCC1F,-5.934450500769444
OCCOC(=O)NCOCCOCC(C)c1ccc(F)cc1,-5.934017453464906
S(=O)(=O)Nc1ccc(O)cc1C#N,-5.928288068779157
c1ccc(F)cc1CCOCCOc1ccc(Cl)cc1,-5.919054684862486
c1ccc(Cl)cc1c1ccccc1NCCc1ccc(O)cc1N1CCNCC1N1CCNCC1,-5.9180020952968055
CCCCOCN(C)CCOCOC,-5.909067822978978
c1ccccc1CCOc1ccoc1N1CCCCC1C#N,-5.905896670258496
OCCOC(=O)OCCCCOCOCCCOCOCCCCCO,-5.903763163007749
S(=O)(=O)NCCOc1ccc(Cl)cc1N1CCNCC1,-5.903763163007749
c1ccncc1NCCOCCONCCc1ccc(O)cc1,-5.901957528398718
N1CCCCC1COCc1ccsc1c1ccc(Cl)cc1,-5.882946319006272
c1ccncc1c1ccc(Cl)cc1OCCOOCCOC(=O)O,-5.881403602080367
c1ccc(F)cc1N1CCNCC1COCCCONCCc1ccncc1,-5.879938796493482
CCOc1ccncc1C(=O)OC(=O)N,-5.877279916767232
COCCCOCCOCN(C)OCCO,-5.862022177623172
c1ccc(F)cc1C(=O)NCOCCOc1ccsc1c1ccsc1,-5.847399286995739
CCCCOCOCCOOCCOc1ccccc1,-5.84389873055315
c1ccccc1COCCCONCCc1ccc(Cl)cc1,-5.834603892773864
CC(C)C(=O)OCN(C)CCON1CCNCC1,-5.803794621727439
c1ccc(Cl)cc1c1ccc(Cl)cc1COC,-5.784671588051522
OCCOc1ccoc1c1ccsc1c1ccc(Cl)cc1OCCO,-5.784540892636181
c1ccoc1CC(C)c1ccccc1C(=O)NCCCCO,-5.781991033813611
ClCC(C)c1ccoc1c1ccc(F)cc1COCCCO,-5.777085237351311
Clc1ccc(F)cc1c1ccoc1CC(C)N1CCCCC1CCO,-5.7675577805809155
N1CCCCC1c1ccncc1CC(=O)c1ccsc1Cl,-5.7675577805809155
c1ccc(O)cc1CC(=O)S(=O)(=O)NN1CCCCC1c1ccc(Cl)cc1N1CCCCC1,-5.765508463033086
c1ccc(Cl)cc1N1CCNCC1NCCNCCNCC,-5.764590950346276
COCCOCC(=O)N1CCCCC1N1CCCCC1S(=O)(=O)N,-5.760407606807998
S(=O)(=O)Nc1ccc(F)cc1N1CCCCC1CCCCO,-5.759762622843285
c1ccccc1COCCCCCOCOCCOc1ccoc1,-5.747836802258892
NCCc1ccccc1S(=O)(=O)NN1CCNCC1N1CCCCC1c1ccncc1,-5.7473751518193446
c1ccsc1CN(C)C#N,-5.745404209824091
N1CCCCC1CCON1CCCCC1S(=O)(=O)N,-5.739869690357638
c1ccc(Cl)cc1C(=O)Nc1ccccc1C(=O)O,-5.736673185061756
Clc1ccoc1N1CCCCC1CC(=O),-5.735060362653114
CC(=O)c1ccsc1OCCO,-5.728012473263536
CCCCOc1ccc(O)cc1CCOCC(C),-5.7278216143144345
COCCCOc1ccc(F)cc1CC(C)C(=O)OCCCCOc1ccoc1,-5.726237852273167
c1ccccc1COCCCOCN(C),-5.722574214880334
c1ccsc1C(=O)Oc1ccoc1C(F)(F)F,-5.721970670774727
c1ccoc1CN(C)c1ccc(F)cc1,-5.721970670774727
c1ccc(F)cc1c1ccsc1N1CCNCC1S(=O)(=O)N,-5.711206810296398
COCCCOc1ccc(O)cc1COCCCOCl,-5.706951144857486
NCCCOCc1ccc(O)cc1COCCCOS(=O)(=O)N,-5.700283392231935
c1ccoc1c1ccccc1NCCC(=O)O,-5.700283392231935
C(=O)OCC(=O)c1ccccc1Cl,-5.688829613834263
c1ccsc1c1ccccc1C(F)(F)F,-5.68179976196382
CC(C)S(=O)(=O)NC(=O)NCOCCO,-5.6719369214265765
C(=O)Nc1ccoc1C(=O)OCCOCOCCO,-5.6719369214265765
c1ccc(Cl)cc1CN(C)c1ccc(O)cc1NCC,-5.67107188502586
COCCC(=O)COCCOCOCCCOc1ccncc1CC(C),-5.670168956826002
ClC(=O)Oc1ccc(O)cc1,-5.670168956826002
CCCCOS(=O)(=O)NCOCCOOCCON1CCNCC1,-5.658231207649837
CN(C)CCON1CCNCC1c1ccc(F)cc1,-5.65696950391296
c1ccoc1C(=O)OCC(C)c1ccccc1NCCC(F)(F)F,-5.648637356519913
c1ccccc1c1ccc(O)cc1CCCCOCOCN1CCNCC1c1ccccc1,-5.64350260266549
FOCCOCN(C)CCON1CCCCC1C#N,-5.637319599492473
S(=O)(=O)NCOCCCOc1ccsc1,-5.635538915385823
OCCOCCCCOc1ccc(O)cc1C(=O)OC#N,-5.6325865954524685
S(=O)(=O)NCOCS(=O)(=O)Nc1ccccc1N1CCNCC1,-5.618997914408567
OCCOCOCCCOS(=O)(=O)NOCCO,-5.616319866839496
c1ccc(O)cc1C(=O)OCOCCOF,-5.613974606011326
C(=O)NC(=O)Nc1ccsc1S(=O)(=O)NN1CCNCC1,-5.61335370213151
c1ccccc1OCCOCC(=O)C(=O)O,-5.611710119729199
CN(C)CCCCOCC(=O)C(=O)OC#N,-5.60318755693563
CN(C)COCCCOCCOc1ccc(F)cc1,-5.5997727771108785
CC(C)NCCCC(C)COCCCOC(=O)OCC(=O),-5.597358117903525
S(=O)(=O)NC(=O)OOCCOc1ccoc1CN(C),-5.582431870526271
ClCCCCON1CCNCC1c1ccoc1N1CCNCC1,-5.582335620066225
FN1CCNCC1c1ccc(O)cc1COCCCOc1ccccc1,-5.576765871939138
COCCOc1ccc(O)cc1c1ccc(O)cc1CN(C),-5.5692344613587785
CN(C)CC(=O)c1ccc(F)cc1c1ccc(F)cc1CC(=O)c1ccoc1,-5.565650681269449
COCCOc1ccncc1N1CCNCC1,-5.552897042416886
N1CCCCC1COCCCOc1ccc(O)cc1S(=O)(=O)N,-5.54957015222795
COCc1ccc(O)cc1CCONCCc1ccc(O)cc1,-5.535340656375844
CC(C)CCOc1ccc(O)cc1CN(C),-5.5324680743179435
ClCOCCCOCC(=O)c1ccc(O)cc1OCCON1CCCCC1,-5.528861141526325
FCCOCC(=O)c1ccc(F)cc1,-5.52628280142207
CCCCOc1ccncc1C(=O)ON1CCNCC1CC(C)c1ccoc1,-5.520813869749864
CCOCC(C)c1ccccc1COCCCOc1ccc(F)cc1,-5.509537924715337
C(=O)NOCCOCCON1CCCCC1N1CCNCC1,-5.50737503253997
COCCCOc1ccoc1OCCOc1ccc(Cl)cc1COC,-5.502181355006518
NCCc1ccccc1CN(C)c1ccc(O)cc1c1ccc(O)cc1C#N,-5.484133284628179
c1ccc(F)cc1C(=O)NCOCCOC(=O)Nc1ccc(Cl)cc1,-5.48066253645076
c1ccoc1c1ccc(Cl)cc1OCCON1CCNCC1Cl,-5.46629160306983
N1CCNCC1COCCOCC(C)C#N,-5.43770250295205
c1ccc(O)cc1CC(=O)S(=O)(=O)NC(F)(F)F,-5.429353122590895
c1ccc(O)cc1CN(C)CN(C)c1ccccc1c1ccsc1,-5.425075125169933
c1ccc(F)cc1S(=O)(=O)Nc1ccncc1CCCCOc1ccncc1,-5.425029499551502
